titulo,ubicacion,sector,precio_usd,area_m2,habitaciones,banos,parqueaderos,antiguedad_anos
"Casa/Dep en Venta de 134m² en Samborondón, Guayaquil",Guayaquil,Samborondón,151900.0,134.1,2,2,2,2
"Casa/Dep en Venta de 115m² en Cumbayá, Quito",Quito,Cumbayá,185900.0,115.4,3,3,2,1
"Casa/Dep en Venta de 133m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,262300.0,133.0,2,2,2,23
"Casa/Dep en Venta de 141m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,128500.0,141.2,3,3,2,37
"Casa/Dep en Venta de 313m² en La Carolina, Quito",Quito,La Carolina,465500.0,313.5,6,5,4,2
"Casa/Dep en Venta de 144m² en Tumbaco, Quito",Quito,Tumbaco,164900.0,144.7,4,3,2,12
"Casa/Dep en Venta de 169m² en El Batán, Quito",Quito,El Batán,204400.0,169.4,4,4,3,17
"Casa/Dep en Venta de 116m² en Cumbayá, Quito",Quito,Cumbayá,182600.0,116.9,3,3,1,9
"Casa/Dep en Venta de 157m² en La Carolina, Quito",Quito,La Carolina,299700.0,157.0,4,4,3,2
"Casa/Dep en Venta de 250m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,430800.0,250.0,6,5,3,0
"Casa/Dep en Venta de 221m² en Samborondón, Guayaquil",Guayaquil,Samborondón,345500.0,221.3,3,4,3,17
"Casa/Dep en Venta de 262m² en La Carolina, Quito",Quito,La Carolina,340600.0,262.6,4,5,4,0
"Casa/Dep en Venta de 113m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,117400.0,113.3,3,3,1,10
"Casa/Dep en Venta de 179m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,139700.0,179.5,4,3,2,9
"Casa/Dep en Venta de 130m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,135500.0,130.8,3,3,1,13
"Casa/Dep en Venta de 118m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,118400.0,118.7,3,2,1,2
"Casa/Dep en Venta de 200m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,190400.0,200.8,4,3,2,15
"Casa/Dep en Venta de 231m² en Cumbayá, Quito",Quito,Cumbayá,404800.0,231.6,4,4,2,9
"Casa/Dep en Venta de 304m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,292900.0,304.6,5,6,2,1
"Casa/Dep en Venta de 132m² en La Carolina, Quito",Quito,La Carolina,206000.0,132.6,3,3,2,1
"Casa/Dep en Venta de 207m² en González Suárez, Quito",Quito,González Suárez,366400.0,207.6,3,3,3,0
"Casa/Dep en Venta de 104m² en Centro Histórico, Quito",Quito,Centro Histórico,98400.0,104.0,3,2,2,7
"Casa/Dep en Venta de 109m² en El Batán, Quito",Quito,El Batán,137600.0,109.5,3,3,1,12
"Casa/Dep en Venta de 155m² en El Batán, Quito",Quito,El Batán,195300.0,155.6,3,3,2,26
"Casa/Dep en Venta de 105m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,191800.0,105.8,3,2,2,0
"Casa/Dep en Venta de 208m² en Cumbayá, Quito",Quito,Cumbayá,334800.0,208.2,4,3,3,2
"Casa/Dep en Venta de 191m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,234400.0,191.6,4,4,3,3
"Casa/Dep en Venta de 188m² en La Carolina, Quito",Quito,La Carolina,229500.0,188.4,3,4,2,29
"Casa/Dep en Venta de 148m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,148600.0,148.6,4,3,2,0
"Casa/Dep en Venta de 85m² en El Batán, Quito",Quito,El Batán,88700.0,85.2,3,3,1,9
"Casa/Dep en Venta de 155m² en González Suárez, Quito",Quito,González Suárez,204500.0,155.3,3,3,3,4
"Casa/Dep en Venta de 168m² en El Batán, Quito",Quito,El Batán,243500.0,168.8,3,3,2,9
"Casa/Dep en Venta de 283m² en Centro Histórico, Quito",Quito,Centro Histórico,211900.0,283.3,4,5,3,24
"Casa/Dep en Venta de 118m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,125900.0,118.0,3,2,2,4
"Casa/Dep en Venta de 317m² en La Carolina, Quito",Quito,La Carolina,420000.0,317.5,5,6,3,33
"Casa/Dep en Venta de 167m² en Samborondón, Guayaquil",Guayaquil,Samborondón,268900.0,167.0,3,4,2,1
"Casa/Dep en Venta de 165m² en El Batán, Quito",Quito,El Batán,221900.0,165.7,4,3,3,15
"Casa/Dep en Venta de 178m² en La Carolina, Quito",Quito,La Carolina,252600.0,178.1,4,4,2,16
"Casa/Dep en Venta de 232m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,322300.0,232.2,4,3,2,11
"Casa/Dep en Venta de 202m² en El Batán, Quito",Quito,El Batán,268700.0,202.0,3,3,2,20
"Casa/Dep en Venta de 214m² en Cumbayá, Quito",Quito,Cumbayá,372600.0,214.3,4,3,2,0
"Casa/Dep en Venta de 136m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,120700.0,136.4,2,2,1,1
"Casa/Dep en Venta de 179m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,170300.0,179.1,3,3,3,2
"Casa/Dep en Venta de 255m² en González Suárez, Quito",Quito,González Suárez,399800.0,255.0,6,4,3,0
"Casa/Dep en Venta de 140m² en González Suárez, Quito",Quito,González Suárez,232000.0,140.0,3,4,2,7
"Casa/Dep en Venta de 120m² en La Carolina, Quito",Quito,La Carolina,158300.0,120.4,2,2,1,12
"Casa/Dep en Venta de 146m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,236700.0,146.2,3,4,2,2
"Casa/Dep en Venta de 178m² en González Suárez, Quito",Quito,González Suárez,235700.0,178.5,4,3,2,6
"Casa/Dep en Venta de 182m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,323700.0,182.5,3,3,3,0
"Casa/Dep en Venta de 137m² en El Batán, Quito",Quito,El Batán,201000.0,137.7,3,2,2,6
"Casa/Dep en Venta de 224m² en Centro Histórico, Quito",Quito,Centro Histórico,216600.0,224.4,3,3,3,1
"Casa/Dep en Venta de 134m² en El Batán, Quito",Quito,El Batán,220800.0,134.4,2,2,2,0
"Casa/Dep en Venta de 204m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,314600.0,204.5,4,3,3,10
"Casa/Dep en Venta de 263m² en El Batán, Quito",Quito,El Batán,382300.0,263.1,4,4,3,0
"Casa/Dep en Venta de 251m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,260000.0,251.0,4,4,2,4
"Casa/Dep en Venta de 148m² en Centro Histórico, Quito",Quito,Centro Histórico,181300.0,148.4,4,4,3,8
"Casa/Dep en Venta de 173m² en El Batán, Quito",Quito,El Batán,211300.0,173.8,4,3,2,2
"Casa/Dep en Venta de 219m² en Centro Histórico, Quito",Quito,Centro Histórico,235600.0,219.8,3,4,3,0
"Casa/Dep en Venta de 172m² en Tumbaco, Quito",Quito,Tumbaco,168200.0,172.9,4,4,3,10
"Casa/Dep en Venta de 129m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,135900.0,129.3,3,2,2,35
"Casa/Dep en Venta de 353m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,467400.0,353.9,5,6,3,5
"Casa/Dep en Venta de 146m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,170900.0,146.1,3,4,2,19
"Casa/Dep en Venta de 113m² en La Carolina, Quito",Quito,La Carolina,164000.0,113.5,2,2,2,10
"Casa/Dep en Venta de 140m² en La Carolina, Quito",Quito,La Carolina,215500.0,140.1,4,3,2,1
"Casa/Dep en Venta de 161m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,164100.0,161.9,4,3,3,2
"Casa/Dep en Venta de 260m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,301700.0,260.8,6,5,4,3
"Casa/Dep en Venta de 201m² en Cumbayá, Quito",Quito,Cumbayá,304200.0,201.7,4,4,3,27
"Casa/Dep en Venta de 113m² en La Carolina, Quito",Quito,La Carolina,130300.0,113.8,2,2,2,11
"Casa/Dep en Venta de 163m² en Tumbaco, Quito",Quito,Tumbaco,163600.0,163.1,3,4,3,1
"Casa/Dep en Venta de 197m² en La Carolina, Quito",Quito,La Carolina,316300.0,197.1,4,3,3,4
"Casa/Dep en Venta de 107m² en Centro Histórico, Quito",Quito,Centro Histórico,104400.0,107.8,2,3,1,1
"Casa/Dep en Venta de 275m² en González Suárez, Quito",Quito,González Suárez,412300.0,275.1,5,6,3,14
"Casa/Dep en Venta de 282m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,345900.0,282.2,5,4,2,1
"Casa/Dep en Venta de 147m² en González Suárez, Quito",Quito,González Suárez,214600.0,147.2,4,3,2,6
"Casa/Dep en Venta de 123m² en Cumbayá, Quito",Quito,Cumbayá,184400.0,123.1,2,2,2,3
"Casa/Dep en Venta de 180m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,254000.0,180.6,4,4,2,34
"Casa/Dep en Venta de 211m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,198800.0,211.4,4,4,2,4
"Casa/Dep en Venta de 226m² en Cumbayá, Quito",Quito,Cumbayá,316700.0,226.0,3,4,3,28
"Casa/Dep en Venta de 141m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,246500.0,141.9,4,4,3,16
"Casa/Dep en Venta de 128m² en Samborondón, Guayaquil",Guayaquil,Samborondón,170000.0,128.6,2,2,2,23
"Casa/Dep en Venta de 184m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,151000.0,184.4,4,4,2,9
"Casa/Dep en Venta de 227m² en Tumbaco, Quito",Quito,Tumbaco,266500.0,227.9,4,3,2,4
"Casa/Dep en Venta de 200m² en Tumbaco, Quito",Quito,Tumbaco,235600.0,200.1,4,3,2,40
"Casa/Dep en Venta de 164m² en Samborondón, Guayaquil",Guayaquil,Samborondón,272700.0,164.3,4,4,2,6
"Casa/Dep en Venta de 204m² en Cumbayá, Quito",Quito,Cumbayá,375900.0,204.3,4,4,2,3
"Casa/Dep en Venta de 220m² en González Suárez, Quito",Quito,González Suárez,372600.0,220.3,4,3,3,12
"Casa/Dep en Venta de 163m² en La Carolina, Quito",Quito,La Carolina,208700.0,163.7,4,3,3,6
"Casa/Dep en Venta de 98m² en Cumbayá, Quito",Quito,Cumbayá,127300.0,98.2,3,2,2,3
"Casa/Dep en Venta de 161m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,170300.0,161.2,4,4,3,2
"Casa/Dep en Venta de 139m² en Samborondón, Guayaquil",Guayaquil,Samborondón,137400.0,139.4,2,3,1,7
"Casa/Dep en Venta de 140m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,169500.0,140.2,3,4,3,5
"Casa/Dep en Venta de 178m² en La Carolina, Quito",Quito,La Carolina,302200.0,178.7,4,3,2,3
"Casa/Dep en Venta de 91m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,169600.0,91.9,3,2,2,7
"Casa/Dep en Venta de 220m² en Samborondón, Guayaquil",Guayaquil,Samborondón,288800.0,220.7,4,3,3,24
"Casa/Dep en Venta de 207m² en González Suárez, Quito",Quito,González Suárez,313600.0,207.0,3,3,2,0
"Casa/Dep en Venta de 219m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,243200.0,219.0,4,3,2,5
"Casa/Dep en Venta de 125m² en La Carolina, Quito",Quito,La Carolina,131500.0,125.4,2,3,1,12
"Casa/Dep en Venta de 207m² en González Suárez, Quito",Quito,González Suárez,275200.0,207.3,3,3,2,10
"Casa/Dep en Venta de 100m² en El Batán, Quito",Quito,El Batán,125100.0,100.3,3,3,2,1
"Casa/Dep en Venta de 218m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,266900.0,218.8,3,4,2,9
"Casa/Dep en Venta de 127m² en El Batán, Quito",Quito,El Batán,162800.0,127.6,3,3,2,26
"Casa/Dep en Venta de 175m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,188700.0,175.2,3,4,2,0
"Casa/Dep en Venta de 189m² en Samborondón, Guayaquil",Guayaquil,Samborondón,262600.0,189.2,4,4,2,13
"Casa/Dep en Venta de 207m² en Cumbayá, Quito",Quito,Cumbayá,374600.0,207.6,4,4,2,7
"Casa/Dep en Venta de 161m² en La Carolina, Quito",Quito,La Carolina,255300.0,161.4,4,4,2,3
"Casa/Dep en Venta de 139m² en El Batán, Quito",Quito,El Batán,206700.0,139.3,2,3,2,13
"Casa/Dep en Venta de 132m² en Centro Histórico, Quito",Quito,Centro Histórico,147500.0,132.9,2,2,2,7
"Casa/Dep en Venta de 114m² en La Carolina, Quito",Quito,La Carolina,147100.0,114.1,3,2,1,10
"Casa/Dep en Venta de 211m² en Cumbayá, Quito",Quito,Cumbayá,419500.0,211.5,3,4,3,0
"Casa/Dep en Venta de 313m² en Centro Histórico, Quito",Quito,Centro Histórico,334200.0,313.8,6,6,2,2
"Casa/Dep en Venta de 96m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,101500.0,96.7,3,3,2,35
"Casa/Dep en Venta de 135m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,266800.0,135.7,3,2,2,4
"Casa/Dep en Venta de 264m² en La Carolina, Quito",Quito,La Carolina,432400.0,264.4,5,4,4,1
"Casa/Dep en Venta de 148m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,214700.0,148.2,4,4,2,2
"Casa/Dep en Venta de 138m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,162400.0,138.8,2,2,2,0
"Casa/Dep en Venta de 182m² en Samborondón, Guayaquil",Guayaquil,Samborondón,331600.0,182.2,4,3,2,2
"Casa/Dep en Venta de 187m² en Samborondón, Guayaquil",Guayaquil,Samborondón,237600.0,187.2,4,4,2,6
"Casa/Dep en Venta de 114m² en Centro Histórico, Quito",Quito,Centro Histórico,88400.0,114.3,2,3,2,40
"Casa/Dep en Venta de 140m² en Tumbaco, Quito",Quito,Tumbaco,162600.0,140.3,4,4,2,1
"Casa/Dep en Venta de 224m² en Tumbaco, Quito",Quito,Tumbaco,361800.0,224.9,3,3,2,0
"Casa/Dep en Venta de 161m² en Samborondón, Guayaquil",Guayaquil,Samborondón,231200.0,161.0,3,3,3,8
"Casa/Dep en Venta de 107m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,83000.0,107.2,2,3,1,39
"Casa/Dep en Venta de 236m² en González Suárez, Quito",Quito,González Suárez,331400.0,236.9,3,3,3,5
"Casa/Dep en Venta de 195m² en Cumbayá, Quito",Quito,Cumbayá,342000.0,195.1,4,4,2,1
"Casa/Dep en Venta de 221m² en El Batán, Quito",Quito,El Batán,274700.0,221.2,4,4,2,0
"Casa/Dep en Venta de 129m² en Centro Histórico, Quito",Quito,Centro Histórico,119500.0,129.9,2,3,2,0
"Casa/Dep en Venta de 231m² en Tumbaco, Quito",Quito,Tumbaco,395100.0,231.1,4,4,3,4
"Casa/Dep en Venta de 118m² en Samborondón, Guayaquil",Guayaquil,Samborondón,162400.0,118.7,3,3,1,20
"Casa/Dep en Venta de 179m² en Tumbaco, Quito",Quito,Tumbaco,225400.0,179.9,3,4,2,1
"Casa/Dep en Venta de 270m² en El Batán, Quito",Quito,El Batán,349300.0,270.0,5,6,2,16
"Casa/Dep en Venta de 222m² en Centro Histórico, Quito",Quito,Centro Histórico,171300.0,222.6,3,4,2,0
"Casa/Dep en Venta de 158m² en González Suárez, Quito",Quito,González Suárez,241600.0,158.3,4,4,2,3
"Casa/Dep en Venta de 191m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,475500.0,191.3,3,3,3,1
"Casa/Dep en Venta de 161m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,145100.0,161.4,3,4,2,1
"Casa/Dep en Venta de 184m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,353500.0,184.2,4,3,3,3
"Casa/Dep en Venta de 183m² en La Carolina, Quito",Quito,La Carolina,187000.0,183.5,4,3,2,2
"Casa/Dep en Venta de 199m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,256500.0,199.9,3,4,2,8
"Casa/Dep en Venta de 112m² en González Suárez, Quito",Quito,González Suárez,158000.0,112.2,2,3,2,1
"Casa/Dep en Venta de 176m² en González Suárez, Quito",Quito,González Suárez,254000.0,176.0,4,4,2,0
"Casa/Dep en Venta de 155m² en La Carolina, Quito",Quito,La Carolina,236100.0,155.0,3,4,2,2
"Casa/Dep en Venta de 143m² en González Suárez, Quito",Quito,González Suárez,178700.0,143.1,4,3,3,5
"Casa/Dep en Venta de 247m² en Tumbaco, Quito",Quito,Tumbaco,276400.0,247.8,4,3,2,5
"Casa/Dep en Venta de 166m² en Tumbaco, Quito",Quito,Tumbaco,202500.0,166.9,4,4,2,4
"Casa/Dep en Venta de 117m² en La Carolina, Quito",Quito,La Carolina,166000.0,117.0,3,2,1,14
"Casa/Dep en Venta de 235m² en González Suárez, Quito",Quito,González Suárez,337000.0,235.4,4,4,2,4
"Casa/Dep en Venta de 179m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,174800.0,179.0,4,3,3,11
"Casa/Dep en Venta de 119m² en González Suárez, Quito",Quito,González Suárez,156900.0,119.3,2,3,1,0
"Casa/Dep en Venta de 178m² en Centro Histórico, Quito",Quito,Centro Histórico,137100.0,178.0,3,4,3,4
"Casa/Dep en Venta de 177m² en Cumbayá, Quito",Quito,Cumbayá,197500.0,177.4,4,4,3,10
"Casa/Dep en Venta de 153m² en Cumbayá, Quito",Quito,Cumbayá,263700.0,153.1,4,3,3,4
"Casa/Dep en Venta de 193m² en Tumbaco, Quito",Quito,Tumbaco,270500.0,193.9,3,4,2,12
"Casa/Dep en Venta de 119m² en Cumbayá, Quito",Quito,Cumbayá,186200.0,119.2,3,3,1,2
"Casa/Dep en Venta de 248m² en El Batán, Quito",Quito,El Batán,334000.0,248.6,4,3,2,8
"Casa/Dep en Venta de 238m² en La Carolina, Quito",Quito,La Carolina,321900.0,238.5,4,3,3,0
"Casa/Dep en Venta de 184m² en Tumbaco, Quito",Quito,Tumbaco,230100.0,184.1,3,3,2,5
"Casa/Dep en Venta de 185m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,206700.0,185.9,4,4,3,10
"Casa/Dep en Venta de 282m² en Samborondón, Guayaquil",Guayaquil,Samborondón,486900.0,282.2,4,6,2,3
"Casa/Dep en Venta de 269m² en Samborondón, Guayaquil",Guayaquil,Samborondón,475800.0,269.2,5,4,4,1
"Casa/Dep en Venta de 139m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,188300.0,139.0,3,2,2,2
"Casa/Dep en Venta de 128m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,194000.0,128.2,3,2,2,8
"Casa/Dep en Venta de 182m² en El Batán, Quito",Quito,El Batán,264600.0,182.5,4,4,2,12
"Casa/Dep en Venta de 332m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,490700.0,332.0,4,5,4,13
"Casa/Dep en Venta de 204m² en González Suárez, Quito",Quito,González Suárez,247700.0,204.6,4,4,2,21
"Casa/Dep en Venta de 112m² en La Carolina, Quito",Quito,La Carolina,173300.0,112.3,3,3,2,4
"Casa/Dep en Venta de 189m² en El Batán, Quito",Quito,El Batán,276300.0,189.8,4,3,3,1
"Casa/Dep en Venta de 169m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,229400.0,169.6,4,3,3,2
"Casa/Dep en Venta de 197m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,189100.0,197.9,4,4,2,20
"Casa/Dep en Venta de 133m² en La Carolina, Quito",Quito,La Carolina,189800.0,133.6,3,3,1,14
"Casa/Dep en Venta de 233m² en Cumbayá, Quito",Quito,Cumbayá,400000.0,233.2,3,4,2,1
"Casa/Dep en Venta de 182m² en González Suárez, Quito",Quito,González Suárez,288200.0,182.0,3,3,3,0
"Casa/Dep en Venta de 174m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,202900.0,174.5,4,3,2,13
"Casa/Dep en Venta de 103m² en El Batán, Quito",Quito,El Batán,164400.0,103.9,3,3,2,10
"Casa/Dep en Venta de 261m² en La Carolina, Quito",Quito,La Carolina,491600.0,261.9,6,4,4,2
"Casa/Dep en Venta de 224m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,259400.0,224.4,4,4,3,8
"Casa/Dep en Venta de 213m² en Tumbaco, Quito",Quito,Tumbaco,315500.0,213.3,3,3,2,0
"Casa/Dep en Venta de 128m² en El Batán, Quito",Quito,El Batán,201100.0,128.1,3,2,2,0
"Casa/Dep en Venta de 154m² en Samborondón, Guayaquil",Guayaquil,Samborondón,270000.0,154.3,4,3,3,6
"Casa/Dep en Venta de 296m² en El Batán, Quito",Quito,El Batán,413900.0,296.2,4,4,2,3
"Casa/Dep en Venta de 297m² en La Carolina, Quito",Quito,La Carolina,367300.0,297.0,5,4,4,11
"Casa/Dep en Venta de 119m² en El Batán, Quito",Quito,El Batán,150700.0,119.8,2,3,2,2
"Casa/Dep en Venta de 83m² en La Carolina, Quito",Quito,La Carolina,86200.0,83.4,3,3,1,17
"Casa/Dep en Venta de 297m² en González Suárez, Quito",Quito,González Suárez,492400.0,297.3,5,6,2,9
"Casa/Dep en Venta de 146m² en La Carolina, Quito",Quito,La Carolina,256600.0,146.1,3,3,2,7
"Casa/Dep en Venta de 161m² en El Batán, Quito",Quito,El Batán,263100.0,161.7,3,4,3,6
"Casa/Dep en Venta de 341m² en El Batán, Quito",Quito,El Batán,442200.0,341.3,6,4,4,9
"Casa/Dep en Venta de 240m² en La Carolina, Quito",Quito,La Carolina,401400.0,240.8,3,4,3,5
"Casa/Dep en Venta de 142m² en El Batán, Quito",Quito,El Batán,129900.0,142.0,4,4,2,12
"Casa/Dep en Venta de 238m² en González Suárez, Quito",Quito,González Suárez,334600.0,238.6,4,3,3,3
"Casa/Dep en Venta de 171m² en El Batán, Quito",Quito,El Batán,230200.0,171.4,4,3,2,7
"Casa/Dep en Venta de 220m² en González Suárez, Quito",Quito,González Suárez,308000.0,220.8,4,3,2,8
"Casa/Dep en Venta de 197m² en Centro Histórico, Quito",Quito,Centro Histórico,185900.0,197.7,3,4,2,14
"Casa/Dep en Venta de 88m² en González Suárez, Quito",Quito,González Suárez,112000.0,88.2,3,2,2,1
"Casa/Dep en Venta de 116m² en Centro Histórico, Quito",Quito,Centro Histórico,99000.0,116.8,3,2,2,0
"Casa/Dep en Venta de 236m² en Tumbaco, Quito",Quito,Tumbaco,363800.0,236.2,4,3,3,2
"Casa/Dep en Venta de 167m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,165100.0,167.7,3,3,2,1
"Casa/Dep en Venta de 290m² en González Suárez, Quito",Quito,González Suárez,489300.0,290.8,6,6,4,1
"Casa/Dep en Venta de 156m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,172300.0,156.9,4,3,2,4
"Casa/Dep en Venta de 236m² en La Carolina, Quito",Quito,La Carolina,350200.0,236.7,3,4,2,7
"Casa/Dep en Venta de 146m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,109200.0,146.0,4,3,3,25
"Casa/Dep en Venta de 129m² en Centro Histórico, Quito",Quito,Centro Histórico,91000.0,129.8,3,3,2,18
"Casa/Dep en Venta de 128m² en Tumbaco, Quito",Quito,Tumbaco,155200.0,128.3,3,3,2,4
"Casa/Dep en Venta de 179m² en La Carolina, Quito",Quito,La Carolina,242300.0,179.1,3,3,3,18
"Casa/Dep en Venta de 118m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,205600.0,118.7,3,3,1,3
"Casa/Dep en Venta de 185m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,203000.0,185.7,3,4,3,22
"Casa/Dep en Venta de 144m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,154200.0,144.4,4,3,3,10
"Casa/Dep en Venta de 220m² en Centro Histórico, Quito",Quito,Centro Histórico,196200.0,220.1,3,4,2,4
"Casa/Dep en Venta de 203m² en El Batán, Quito",Quito,El Batán,280300.0,203.8,3,4,3,0
"Casa/Dep en Venta de 147m² en Tumbaco, Quito",Quito,Tumbaco,198200.0,147.7,3,3,2,15
"Casa/Dep en Venta de 190m² en Tumbaco, Quito",Quito,Tumbaco,248100.0,190.1,3,4,3,6
"Casa/Dep en Venta de 132m² en Tumbaco, Quito",Quito,Tumbaco,166300.0,132.9,2,3,2,1
"Casa/Dep en Venta de 354m² en El Batán, Quito",Quito,El Batán,430900.0,354.8,5,5,2,8
"Casa/Dep en Venta de 184m² en La Carolina, Quito",Quito,La Carolina,232500.0,184.8,4,4,2,13
"Casa/Dep en Venta de 176m² en Tumbaco, Quito",Quito,Tumbaco,212700.0,176.2,4,3,2,1
"Casa/Dep en Venta de 149m² en Samborondón, Guayaquil",Guayaquil,Samborondón,179100.0,149.5,4,4,3,11
"Casa/Dep en Venta de 186m² en Centro Histórico, Quito",Quito,Centro Histórico,146700.0,186.2,3,3,3,16
"Casa/Dep en Venta de 215m² en González Suárez, Quito",Quito,González Suárez,267700.0,215.8,4,4,3,33
"Casa/Dep en Venta de 137m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,144600.0,137.5,2,3,1,6
"Casa/Dep en Venta de 179m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,198400.0,179.7,3,4,3,13
"Casa/Dep en Venta de 146m² en La Carolina, Quito",Quito,La Carolina,180600.0,146.3,4,4,3,1
"Casa/Dep en Venta de 193m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,215900.0,193.4,3,3,2,6
"Casa/Dep en Venta de 217m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,277500.0,217.7,4,4,3,19
"Casa/Dep en Venta de 187m² en González Suárez, Quito",Quito,González Suárez,292600.0,187.8,3,4,2,12
"Casa/Dep en Venta de 154m² en Cumbayá, Quito",Quito,Cumbayá,241600.0,154.1,3,3,3,2
"Casa/Dep en Venta de 149m² en El Batán, Quito",Quito,El Batán,191200.0,149.2,4,3,2,8
"Casa/Dep en Venta de 117m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,154000.0,117.3,3,2,2,0
"Casa/Dep en Venta de 196m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,169800.0,196.2,4,4,3,27
"Casa/Dep en Venta de 177m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,143800.0,177.1,4,4,2,8
"Casa/Dep en Venta de 164m² en Kennedy Norte, Guayaquil",Guayaquil,Kennedy Norte,251300.0,164.1,4,3,3,6
"Casa/Dep en Venta de 195m² en Valle de los Chillos, Quito",Quito,Valle de los Chillos,183900.0,195.0,4,3,3,0
"Casa/Dep en Venta de 222m² en Samborondón, Guayaquil",Guayaquil,Samborondón,420700.0,222.3,3,3,3,13
"Casa/Dep en Venta de 204m² en González Suárez, Quito",Quito,González Suárez,298400.0,204.0,4,3,2,5
"Casa/Dep en Venta de 282m² en Cumbayá, Quito",Quito,Cumbayá,422400.0,282.8,6,6,2,5
"Casa/Dep en Venta de 254m² en Tumbaco, Quito",Quito,Tumbaco,304300.0,254.7,4,5,3,9
"Casa/Dep en Venta de 155m² en Puerto Santa Ana, Guayaquil",Guayaquil,Puerto Santa Ana,296200.0,155.0,3,4,2,4
